review,sentiment
"Congratulations to the SRI LANKA LEGENDS for emerging RUNNERS-UP in the â€˜Road Safety World Seriesâ€™ FINAL. 
A truly legendary performance by our team, all throughout the series! 

#SLLegends #PoweredbyDialog #TrueLegends https://t.co/vFdHAnaH8g",positive
wifi speed and the range is exellent,positive
"They don't treat there customers well at all.. They don't care about customer at all. Such disappointment from such a big multinational company.. 
#cooperatecompany #multinationalcompany #dialogaxiata #dialoglk",negative
allow us to manage our calls much easier,positive
thanks dialog for the exceotional service you provide ,positive
Helped me when my phone was stolen and were very easy to deal with,positive
#ThankYou #dialoglk for solving my issue via #Twitter appreciate your efforts. #customerservice #SriLanka,positive
"Can I have at least 1Mbps @dialoglk ? Shame shame
Ps: This is not just today. https://t.co/LOdZYqhmx2",negative
Only had broadband and SIM only deal for 2 weeks now. I am very happy regarding my service. Broadband speeds are excellent and coverage for SIM also excellent.,positive
Bad customer care. Hidden charges on all packages,negative
@tikirimaarie @dialoglk And they still call themselves â€œThe Number 1â€ù ?Ÿ???Ÿè»â€çâ™‚ï¸è?Ÿ???Ÿè»â€çâ™‚ï¸è?Ÿ???Ÿè»â€çâ™‚ï¸è,negative
What an excellent customer service experience received. Thanks so much. 5 stars.,positive
customer services are great ,positive
im so happy for choosing this dialog wifi router ,positive
"Dialog Broadband has been brilliant in the Highlands, they are far more stable an internet provider than my previous provider",positive
"If you want a company who gives you a honest price, and no hidden extras then Network Telecom is your company.",positive
dialoglk i was told my problem would be sorted in 54 hours. Been a week now. Unbelievable. Ridiculous. #dialoglk #USELESS #crap,negative
conveniant customer care,positive
"@dialoglk Yesterday evening I have mailed regarding the issue to your area manager, he dropped me a message saying he received the mail and he will forward it to the relevant department and take a decision and contact me..",negative
"dialoglk #dialoglk came to Dialog at Gampaha to get a new broadband connection, waiting for 30min in the queue",negative
"Dear Dialog, u maybe big but tis is not how u treat a customer. It more than two weeks, has the agent assigned this is in MARS. ny body who knws Dialog executives pls tag. Customer complaints shud  be handle respectfully. Disgraceful service. #dialoglk #CustomerService #complaint",negative
"Always had the best network coverage for me, regardless of where I've been in the south of the country. I enjoy the Dialog rewards in their app - adds a nice touch for customers",positive
"#dialoglk They talk about 4.5G LTE, But even can't give us stable 4G connection. #dialoglk 4G has 1 or 2 signal bars. Now one of my friend moving with #slt 4G with full signal bars and stable connection.",negative
Worst Telecommunications company ,negative
Simply waste,negative
Thank you @dialoglk ! ???,positive
I trust them more than any other mobile network provider.,positive
@dialoglk i have question regarding my connection.   A big one,negative
Comprehensive telco facilities are offered.,positive
Well known mobile network for misuse peoples' money for various 3rd party service without even customers permission. ,negative
the best network provider ever ,positive
I've been using dialog for 10 years ..no problems occurred ,positive
"@dialoglk Thank you for the effort. My router is at the same location as it was before the problem, so I believe itâ€™s a problem of change of your coverage. However speeds are still very low.
Hereâ€™s the best speed I got this morning. https://t.co/UFmMXjE6M2",negative
The internet connection is getting worse and worse everyday.,negative
@dialoglk Can you confirm if the Huawei version of My Dialog has all the features and functionalities of Google aplasy Store version..?,negative
d3vinlive @dialoglk Me too but need sth to travel with ne :( unsatisfied,negative
@AnjulaHettige @dialoglk I made a complaint yesterday regarding the poor network services on Twittter and they blamed it on possible incorrect SIM installation. CustomerCare is so bad and top of all so cheap. @dialoglk https://t.co/Mc3UAXTz8C,negative
So here we go after four weeks of almost no broadband in my home and umpteen complaints chats and a still ongoing issue They have just had the nerve to Bill me for last months broadband It's outrageous the service and supply issues I'm having with this lot,negative
it's been reliable and at the speed we have been promised.,positive
@dialoglk May I know when did I lodge the complaint ID 2-0002723860 and how many times I have contacted customer care and asked to send reminders on that?,negative
No any network challenge to dialog,positive
"@dialoglk Is this really escalated? No one contacted me and I cannot do my work. WTF @dialoglk is doing? No point of blaming the heatwave and if you cannot resolve it immediately, provide a temporary solution like a mobile router, please.",negative
"@AnjulaHettige @munza14 @dialoglk @TRCSL Also the WhatsApp, Facebook and YouTube packages speed keeps fluctuating.If they control speed they should let customers know so we have a choice of buying those data packs or to use anytime data.",negative
"Hi @dialoglk, can you gimme a fixed solution for this connection slowness issue please? It’s been months since I complained about this. ?? https://t.co/h8TgjQsNNJ",negative
I am using Wifi also it's fast and using shopping by ez cash it's very easy,positive
@inahsarp @MobitelSriLanka @dialoglk Problem solved - https://t.co/e0AiLzaKQL,negative
